AQI,CO2,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
2,,257.02,0.0,6.08,38.62,0.26,12.77,13.27,0.1
3,,480.65,0.22,31.53,18.77,2.98,36.76,41.35,1.54
2,,223.64,0.0,1.26,77.96,0.75,0.55,1.88,0.03
2,,220.3,0.0,1.31,67.23,0.39,0.5,0.75,0.53
2,,223.64,0.0,1.05,74.39,0.34,0.54,1.69,0.57
2,,226.97,0.0,1.46,84.4,0.48,0.52,1.65,0.71
1,,247.0,0.0,26.05,42.2,0.85,2.07,7.03,4.18
1,,176.91,0.0,2.31,34.33,0.08,4.47,5.77,0.72
1,,257.02,0.01,8.31,42.2,0.28,1.66,3.0,4.75
1,,240.33,0.0,5.83,56.51,2.77,2.49,4.71,1.33
1,,257.02,0.0,13.54,47.92,1.06,2.77,6.0,1.98
1,,195.27,0.0,5.44,32.54,0.25,6.9,12.41,2.22
1,,247.0,0.0,13.02,30.04,1.18,2.94,4.52,1.24
1,,233.65,0.0,5.74,49.35,1.52,4.71,5.34,0.75
2,,236.99,0.0,4.54,72.96,1.65,1.92,3.85,0.91
2,,236.99,0.0,3.04,72.96,0.79,11.11,13.06,1.31
1,,253.68,0.0,8.65,40.05,0.15,1.47,2.88,2.57
1,,240.33,0.0,12.17,56.51,2.98,3.35,8.26,2.6
1,,230.31,0.0,3.04,52.21,1.06,0.7,1.65,0.7
2,,223.64,0.0,1.71,67.23,0.29,0.61,1.77,2.31
1,,263.69,0.0,6.51,53.64,0.83,4.13,5.95,0.99
1,,243.66,0.0,10.71,34.69,0.29,1.96,4.27,6.52
1,,243.66,0.0,5.27,52.93,0.76,8.44,9.17,0.69
2,,223.64,0.0,1.31,77.25,0.66,0.5,1.63,0.3
2,,250.34,0.0,5.4,64.37,0.4,1.11,1.99,2.34
1,,196.93,0.0,2.12,49.35,0.14,7.81,9.6,0.59
1,,240.33,0.0,11.14,35.76,0.92,3.92,4.73,1.01
1,,240.33,0.0,10.2,40.41,0.41,1.33,2.29,3.14
3,,273.71,0.0,1.46,107.29,0.83,12.91,15.7,1.88
1,,243.66,0.0,22.62,44.7,0.79,1.74,6.9,2.57
1,,253.68,0.0,22.96,47.92,4.83,2.99,8.44,3.33
3,,263.69,0.0,6.17,31.47,0.47,31.54,38.51,2.57
1,,247.0,0.0,21.76,47.21,3.99,2.93,8.36,2.98
2,,460.63,0.02,45.24,31.83,6.38,24.09,27.89,2.79
2,,300.41,0.0,9.34,34.69,1.33,23.94,29.81,2.34
1,,233.65,0.0,6.94,43.27,1.57,3.69,4.43,0.71
1,,240.33,0.0,5.01,51.5,0.57,4.3,5.16,0.9
1,,253.68,0.0,5.14,42.92,0.56,9.78,10.96,0.82
1,,226.97,0.0,4.07,51.5,0.51,5.17,5.76,0.71
1,,233.65,0.0,2.59,47.21,0.23,7.61,11.1,0.81
2,,223.64,0.0,0.84,85.83,0.56,0.68,2.67,0.0
2,,216.96,0.0,3.94,72.96,0.44,11.82,13.34,8.23
1,,273.71,0.0,12.34,53.64,0.6,2.63,4.78,7.85
1,,243.66,0.0,7.28,46.49,1.55,4.35,5.06,0.77
1,,233.65,0.0,2.16,47.92,0.14,5.87,8.16,0.74
1,,193.6,0.0,1.86,55.08,0.14,6.72,8.27,1.24
2,,216.96,0.0,4.03,33.62,0.24,13.67,17.48,0.71
1,,260.35,0.01,10.45,28.25,0.48,4.2,5.26,0.78
2,,223.64,0.0,0.95,80.82,0.26,0.52,1.83,0.9
1,,171.9,0.0,3.6,26.11,0.18,4.29,6.18,3.04
1,,233.65,0.0,2.59,58.65,0.25,2.91,4.1,0.55
2,,223.64,0.0,0.96,76.53,0.44,0.5,1.57,0.38
2,,233.65,0.0,4.71,66.52,0.41,0.67,1.56,2.06
1,,257.02,0.0,12.34,31.11,0.98,5.2,5.97,1.24
1,,253.68,0.0,9.34,59.37,1.65,1.34,3.22,2.79
2,,191.93,0.0,1.31,77.25,2.86,15.78,17.08,0.0
1,,195.27,0.01,4.28,26.82,0.34,4.05,5.72,2.01
2,,250.34,0.0,3.68,41.49,0.33,10.62,12.09,1.01
2,,257.02,0.0,5.66,31.11,0.46,12.04,13.22,0.76
2,,226.97,0.0,1.59,83.69,0.55,0.53,1.54,0.58
1,,297.07,0.0,10.71,44.7,8.23,7.53,11.7,1.14
1,,247.0,0.0,9.94,34.33,0.16,1.68,3.61,5.0
1,,260.35,0.02,11.14,28.97,0.19,2.16,4.28,2.79
2,,243.66,0.0,6.68,60.8,0.63,1.56,2.99,5.32
1,,267.03,0.0,10.71,45.06,0.37,1.89,3.0,2.06
1,,176.91,0.0,2.87,36.48,0.21,3.41,5.1,5.32
1,,233.65,0.01,6.68,30.04,1.01,9.52,16.27,2.85
1,,201.94,0.0,2.46,50.78,0.18,8.45,10.06,0.86
2,,216.96,0.0,6.86,53.64,1.01,17.69,24.32,5.64
1,,257.02,0.0,14.22,34.33,3.37,6.15,7.22,0.78
1,,236.99,0.0,3.04,46.49,0.29,5.67,8.23,0.7
3,,267.03,0.0,2.21,108.72,2.06,15.29,18.32,0.65
2,,205.28,0.0,2.01,31.47,0.08,11.95,15.5,0.6
1,,236.99,0.0,10.37,38.98,0.18,1.71,3.9,17.48
1,,253.68,0.0,9.51,38.62,1.3,5.06,5.88,1.06
2,,236.99,0.0,4.84,71.53,0.6,1.08,2.55,9.12
1,,178.58,0.0,2.08,24.68,0.2,4.62,6.5,3.52
1,,247.0,0.01,10.37,31.83,0.16,1.66,3.41,4.18
2,,236.99,0.0,3.86,43.99,0.57,10.85,11.7,1.16
2,,226.97,0.0,5.74,32.9,0.69,14.87,22.64,2.63
2,,226.97,0.01,5.57,21.1,0.27,24.14,29.68,1.66
1,,277.04,0.0,12.34,26.82,1.89,6.75,7.45,1.16
2,,226.97,0.0,2.49,65.09,0.31,0.53,1.33,1.55
1,,243.66,0.0,7.8,38.27,0.12,1.26,2.88,3.67
1,,283.72,0.05,26.39,10.01,3.07,5.47,8.01,1.25
2,,226.97,0.0,2.1,66.52,0.18,2.19,3.44,1.25
2,,213.62,0.0,0.28,97.28,0.59,8.19,10.36,0.0
1,,253.68,0.0,6.0,43.63,1.06,7.23,8.09,1.03
2,,185.25,0.0,1.21,59.37,2.44,20.05,21.24,0.0
2,,223.64,0.0,1.26,76.53,0.32,0.5,1.58,0.91
1,,247.0,0.0,9.94,34.33,0.16,1.68,3.61,5.0
1,,243.66,0.0,4.71,49.35,0.54,5.28,5.98,1.0
2,,233.65,0.0,3.64,77.96,2.18,1.02,1.78,0.74
2,,247.0,0.01,8.05,26.11,0.51,13.47,15.7,0.3
1,,233.65,0.0,3.94,50.07,0.39,6.93,7.7,0.62
1,,250.34,0.0,9.85,42.92,2.3,5.84,6.74,0.74
3,,320.44,0.0,7.71,58.65,1.06,26.69,30.36,1.12
3,,323.77,0.0,8.57,30.76,0.54,39.16,43.23,0.49
1,,163.56,0.0,3.34,43.27,0.41,4.26,5.67,4.05
1,,200.27,0.0,1.48,53.64,0.27,7.63,8.76,0.55
1,,233.65,0.0,12.17,58.65,1.33,2.51,7.9,3.9
1,,257.02,0.0,8.82,46.49,0.26,1.77,3.42,1.63
2,,220.3,0.0,0.73,78.68,0.47,0.55,1.82,0.12
2,,226.97,0.0,2.34,50.78,0.2,11.87,16.93,0.59
1,,267.03,0.03,17.99,25.75,2.74,5.68,7.02,0.92
1,,260.35,0.0,7.71,43.63,1.43,9.67,10.49,0.48
2,,220.3,0.0,1.76,75.1,0.95,0.5,1.04,0.1
1,,247.0,0.0,6.77,44.35,1.59,8.29,9.02,0.59
1,,247.0,0.01,27.08,40.77,0.91,2.17,7.36,3.45
1,,247.0,0.0,11.82,44.7,0.48,1.63,2.48,5.32
2,,223.64,0.0,1.39,77.96,0.83,0.62,2.14,0.02
1,,233.65,0.0,5.74,49.35,0.12,0.84,1.98,2.5
2,,220.3,0.0,1.95,64.37,0.55,0.5,0.81,0.9
1,,303.75,0.02,18.51,28.25,0.75,4.25,6.5,4.05
1,,195.27,0.0,2.44,53.64,0.23,4.64,7.4,1.52
1,,236.99,0.0,12.85,58.65,0.81,2.62,7.9,4.5
2,,216.96,0.0,0.42,77.25,0.11,0.5,0.69,0.06
1,,236.99,0.0,7.71,47.21,0.23,1.23,2.78,12.41
1,,230.31,0.0,2.59,55.08,1.09,0.65,1.53,0.74
1,,236.99,0.0,3.21,53.64,0.31,3.79,5.53,0.53
1,,257.02,0.0,6.86,57.22,0.4,1.44,2.35,2.01
3,,216.96,0.0,0.41,101.57,1.83,7.16,9.67,0.3
2,,203.61,0.0,1.33,70.1,0.27,6.86,8.5,1.35
3,,330.45,0.0,7.63,55.79,1.09,29.86,33.81,0.97
2,,223.64,0.0,1.37,72.96,0.32,0.59,1.97,1.58
1,,247.0,0.0,6.51,51.5,1.15,8.04,8.77,0.56
2,,223.64,0.0,1.31,75.82,0.3,0.5,1.59,0.9
1,,188.59,0.0,3.56,37.19,0.28,6.21,13.35,3.1
1,,233.65,0.0,1.93,58.65,0.18,3.43,5.07,0.46
1,,196.93,0.0,4.46,40.05,0.22,7.11,8.55,1.25
1,,226.97,0.0,1.97,50.78,0.14,5.85,8.77,0.6
1,,250.34,0.0,10.97,42.92,0.39,1.84,3.7,14.06
1,,196.93,0.0,4.46,40.05,0.22,7.11,8.55,1.25
1,,250.34,0.0,7.8,44.35,0.19,1.29,2.51,2.19
1,,247.0,0.01,10.37,31.83,0.16,1.66,3.41,4.18
1,,193.6,0.0,3.64,55.79,0.54,5.7,7.45,2.38
2,,230.31,0.0,2.59,63.66,0.28,2.83,4.96,0.63
2,,236.99,0.0,9.6,62.23,0.97,2.17,7.12,4.43
1,,233.65,0.0,4.16,55.08,0.57,4.66,5.23,0.93
1,,240.33,0.0,9.34,38.98,0.22,1.79,4.19,18.24
1,,287.06,0.0,23.31,47.92,7.51,5.76,11.12,1.58
1,,230.31,0.02,9.51,24.32,1.49,4.46,5.51,3.48
3,,460.63,1.23,28.79,4.92,3.93,41.29,47.54,3.07
1,,263.69,0.0,13.54,49.35,0.75,3.21,5.54,18.49
1,,243.66,0.0,5.57,52.21,0.19,1.11,2.09,1.73
1,,233.65,0.0,6.77,44.35,0.15,1.14,2.57,9.37
2,,263.69,0.0,2.68,82.97,1.03,18.27,21.5,1.19
1,,263.69,0.0,14.05,50.07,0.92,2.22,3.27,6.84
1,,171.9,0.0,3.26,37.91,0.16,4.97,5.29,1.73
1,,280.38,0.0,8.82,48.64,1.19,8.62,9.63,1.24
2,,223.64,0.0,1.78,68.67,0.31,0.5,1.36,1.35
2,,226.97,0.0,2.1,65.09,0.19,2.22,2.91,1.22
1,,236.99,0.0,7.54,41.84,1.7,4.42,5.2,0.7
1,,243.66,0.0,7.03,40.41,0.93,2.76,3.76,0.52
1,,273.71,0.05,14.57,24.32,0.32,2.89,4.94,4.12
1,,240.33,0.0,4.46,55.08,0.15,0.86,1.84,2.19
1,,168.56,0.0,4.16,35.41,0.13,4.15,6.52,0.84
1,,267.03,0.0,9.51,53.64,1.79,3.67,6.79,1.46
1,,263.69,0.0,14.05,50.07,0.92,2.22,3.27,6.84
1,,260.35,0.0,6.0,57.94,0.66,4.66,6.14,1.35
2,,226.97,0.0,1.35,77.25,0.46,0.5,1.3,0.93
1,,250.34,0.0,7.63,40.77,0.92,5.08,5.8,1.03
2,,226.97,0.0,2.91,75.1,0.95,1.03,1.99,0.87
1,,236.99,0.0,7.54,43.63,1.85,3.84,4.62,0.91
1,,236.99,0.0,5.4,52.21,1.19,4.84,5.52,0.63
1,,317.1,0.13,16.45,18.24,0.66,5.27,6.13,1.58
1,,236.99,0.0,6.68,50.07,1.54,4.17,4.85,0.71
1,,260.35,0.01,14.4,34.33,0.43,2.58,5.0,15.45
2,,226.97,0.0,1.59,83.69,0.55,0.53,1.54,0.58
2,,216.96,0.0,4.03,33.62,0.24,13.67,17.48,0.71
1,,223.64,0.0,3.77,51.5,0.43,4.54,5.12,0.74
2,,191.93,0.0,1.52,75.82,0.44,10.61,12.38,3.39
1,,330.45,0.01,21.76,47.21,8.46,6.44,10.44,2.01
2,,223.64,0.0,0.96,76.53,0.44,0.5,1.57,0.38
1,,247.0,0.0,8.05,47.92,1.67,6.45,7.31,0.65
2,,687.6,0.07,38.39,26.46,2.12,24.44,28.2,2.0
1,,180.24,0.0,2.42,23.25,0.22,5.2,7.3,4.05
1,,250.34,0.0,16.97,40.41,3.22,2.7,4.96,1.08
1,,257.02,0.0,7.54,40.41,0.86,9.87,10.71,0.64
2,,230.31,0.0,2.04,79.39,0.48,0.5,1.09,0.41
1,,270.37,0.0,11.65,33.26,1.48,7.59,8.8,1.19
2,,236.99,0.0,7.97,63.66,1.48,2.11,7.46,3.99
3,,323.77,0.0,11.14,33.26,1.01,27.55,30.88,1.46
3,,357.15,0.0,11.31,45.78,1.57,33.0,37.2,1.63
1,,267.03,0.0,10.37,32.9,1.18,7.12,8.04,1.14
1,,236.99,0.0,3.04,46.49,0.29,5.67,8.23,0.7
1,,260.35,0.01,10.45,28.25,0.48,4.2,5.26,0.78
1,,223.64,0.0,6.0,43.99,0.57,1.72,2.34,1.25
1,,211.95,0.02,6.17,26.82,0.19,2.85,3.34,1.24
1,,240.33,0.0,8.31,37.55,0.15,1.32,2.97,4.75
2,,226.97,0.0,1.11,85.12,0.44,0.5,0.88,0.28
1,,181.91,0.0,1.8,48.64,0.09,4.75,9.28,1.19
2,,206.95,0.0,1.8,35.41,0.08,12.16,16.03,0.48
1,,230.31,0.0,1.67,48.64,0.09,6.48,9.63,0.61
1,,257.02,0.0,6.6,52.93,0.84,6.3,7.49,0.86
2,,233.65,0.0,3.09,64.37,0.26,0.71,1.63,1.36
2,,190.26,0.0,3.13,69.38,0.44,4.24,4.59,2.57
1,,263.69,0.0,3.17,51.5,0.6,6.0,6.93,1.16
2,,230.31,0.0,2.61,65.8,0.24,0.59,1.43,2.31
1,,257.02,0.0,17.65,54.36,5.31,3.56,9.14,3.1
1,,230.31,0.0,2.08,52.21,0.16,8.18,12.92,0.87
2,,220.3,0.0,0.7,80.11,0.46,0.58,2.06,0.06
2,,230.31,0.0,2.96,61.51,0.21,0.55,1.44,2.53
1,,236.99,0.0,10.37,38.98,0.18,1.71,3.9,17.48
1,,205.28,0.0,1.41,57.94,0.32,7.6,9.78,0.76
3,,257.02,0.0,5.57,30.04,0.32,25.62,29.75,2.5
3,,417.23,0.09,20.22,16.27,1.73,44.73,49.03,1.73
1,,236.99,0.0,3.94,59.37,0.22,0.84,1.77,3.55
2,,223.64,0.0,1.65,76.53,0.91,0.5,1.6,0.09
2,,220.3,0.0,5.48,30.4,0.13,10.64,11.15,0.85
2,,230.31,0.0,3.77,70.1,0.66,0.82,2.14,3.86
2,,427.25,5.76,23.65,0.68,1.67,12.41,14.49,1.73
2,,223.64,0.0,0.63,82.25,0.29,0.54,2.05,0.67
1,,260.35,0.04,22.28,22.17,2.44,3.76,6.85,1.55
1,,243.66,0.0,5.48,53.64,0.2,0.97,1.92,1.66
1,,230.31,0.0,1.82,54.36,0.12,7.18,11.33,0.77
1,,287.06,0.0,23.31,47.92,7.51,5.76,11.12,1.58
1,,236.99,0.19,12.34,11.98,0.41,5.99,8.05,1.66
2,,223.64,0.0,1.71,67.95,0.29,0.5,1.42,1.96
1,,257.02,0.0,6.6,52.93,0.84,6.3,7.49,0.86
2,,223.64,0.0,0.96,76.53,0.44,0.5,1.57,0.38
2,,226.97,0.0,1.82,61.51,0.19,3.25,5.34,0.51
2,,223.64,0.0,2.55,42.92,0.2,16.38,19.43,0.46
1,,236.99,0.0,3.6,45.06,0.22,5.74,6.46,0.76
1,,243.66,0.0,5.57,52.21,0.19,1.11,2.09,1.73
2,,260.35,0.0,5.83,32.54,0.34,12.67,14.05,0.94
2,,193.6,0.0,6.43,77.25,0.83,10.4,11.76,10.01
1,,208.62,0.0,1.67,57.22,0.43,8.79,10.58,0.63
1,,230.31,0.0,4.2,53.64,0.51,4.55,5.15,0.86
1,,253.68,0.05,31.53,36.12,1.22,1.93,7.26,2.09
1,,243.66,0.0,6.34,49.35,0.78,2.2,2.83,0.64
2,,236.99,0.0,4.2,60.8,0.67,0.74,1.48,1.66
2,,230.31,0.0,9.6,55.79,1.39,12.39,15.15,2.6
3,,307.08,0.0,8.23,37.55,1.12,30.59,35.12,3.93
1,,213.62,0.0,5.74,31.47,0.33,8.73,12.01,1.79
1,,267.03,0.0,16.97,30.04,4.11,6.48,7.72,0.63
2,,216.96,0.0,1.13,70.1,0.44,0.5,0.76,0.28
1,,257.02,0.0,5.83,42.92,0.73,7.3,8.08,1.31
2,,230.31,0.0,2.49,60.08,0.24,2.84,4.29,0.52
1,,233.65,0.0,4.41,54.36,0.16,0.68,1.47,1.77
2,,230.31,0.0,2.19,80.82,0.62,0.56,1.61,1.01
1,,236.99,0.0,9.51,23.6,0.69,9.5,12.96,0.48
1,,260.35,0.0,12.51,17.35,1.12,7.2,8.0,0.34
1,,223.64,0.0,1.65,45.78,0.12,7.75,11.07,0.53
1,,260.35,0.0,6.77,53.64,1.0,7.52,8.81,0.75
1,,287.06,0.0,14.57,31.83,3.07,9.14,10.04,2.41
1,,273.71,0.02,12.68,29.68,0.26,2.83,4.88,2.66
1,,250.34,0.0,4.76,48.64,0.54,7.64,8.57,0.66
1,,247.0,0.0,26.05,42.2,0.85,2.07,7.03,4.18
1,,176.91,0.0,2.31,34.33,0.08,4.47,5.77,0.72
1,,211.95,0.02,6.17,26.82,0.19,2.85,3.34,1.24
2,,243.66,0.0,6.0,73.67,3.31,2.14,4.24,0.96
1,,230.31,0.0,8.23,55.08,0.91,1.44,5.23,3.67
2,,223.64,0.0,3.3,73.67,1.46,1.41,3.29,0.65
1,,196.93,0.0,2.12,49.35,0.14,7.81,9.6,0.59
2,,220.3,0.0,1.52,77.96,0.79,0.5,1.42,0.14
1,,247.0,0.0,11.14,37.19,3.1,5.42,6.38,0.76
2,,206.95,0.0,1.8,35.41,0.08,12.16,16.03,0.48
1,,270.37,0.01,12.17,35.76,0.31,2.95,5.32,3.86
1,,236.99,0.0,11.82,59.37,1.57,2.5,7.8,4.94
2,,363.83,0.03,33.93,21.1,5.25,18.8,22.35,1.57
1,,250.34,0.0,12.17,35.05,1.22,2.75,4.13,1.38
1,,270.37,0.01,12.0,35.41,0.24,2.2,3.61,3.23
2,,220.3,0.0,1.52,77.96,0.79,0.5,1.42,0.14
2,,223.64,0.0,0.77,82.97,0.51,0.63,2.41,0.0
2,,277.04,0.0,10.2,38.27,1.74,12.28,13.28,0.31
1,,277.04,0.01,14.22,36.12,0.48,2.32,3.54,3.55
2,,230.31,0.0,2.27,65.09,0.23,2.36,4.31,0.74
3,,400.54,0.0,15.59,33.26,1.43,36.73,41.46,1.28
1,,196.93,0.0,2.12,49.35,0.14,7.81,9.6,0.59
2,,270.37,0.01,7.37,28.61,0.44,13.94,17.49,0.85
2,,230.31,0.0,2.59,63.66,0.28,2.83,4.96,0.63
1,,243.66,0.0,5.57,52.21,0.19,1.11,2.09,1.73
2,,223.64,0.0,1.71,67.23,0.29,0.61,1.77,2.31
1,,247.0,0.0,6.77,44.35,1.59,8.29,9.02,0.59
2,,220.3,0.0,3.34,34.69,0.29,14.19,16.69,0.49
1,,260.35,0.0,14.4,35.41,3.64,5.72,6.83,0.82
2,,226.97,0.0,2.21,71.53,0.71,0.5,1.03,0.78
2,,226.97,0.0,1.34,80.11,0.6,0.5,1.26,0.9
1,,273.71,0.02,12.68,29.68,0.26,2.83,4.88,2.66
1,,273.71,0.01,12.68,30.4,0.21,2.61,4.39,2.57
1,,233.65,0.0,14.91,42.92,0.53,1.48,5.76,4.88
2,,213.62,0.0,2.27,65.09,0.44,7.71,10.25,1.43
2,,223.64,0.0,1.97,68.67,0.18,0.58,1.57,2.6
1,,270.37,0.0,19.71,50.07,6.14,5.2,10.44,1.82
2,,253.68,0.0,5.57,65.09,0.45,1.11,2.55,1.11
2,,226.97,0.0,0.51,86.55,0.38,0.62,2.53,0.0
1,,257.02,0.0,14.57,34.69,3.49,5.91,6.99,0.81
2,,223.64,0.0,2.83,70.81,0.95,9.24,12.11,1.98
2,,287.06,0.0,5.36,73.67,0.92,15.58,19.99,0.9
1,,243.66,0.0,5.48,53.64,0.2,0.97,1.92,1.66
1,,233.65,0.0,1.8,52.93,0.1,6.85,10.71,0.76
2,,300.41,0.0,9.34,34.69,1.33,23.94,29.81,2.34
2,,223.64,0.0,0.63,82.25,0.29,0.54,2.05,0.67
3,,191.93,0.0,1.93,58.65,2.3,26.34,27.77,0.0
1,,353.81,0.02,22.96,26.82,0.6,5.94,8.24,2.66
2,,233.65,0.0,3.21,79.39,0.7,0.81,2.07,1.36
2,,353.81,0.27,22.96,9.84,0.31,19.24,20.59,3.26
2,,260.35,0.0,9.0,61.51,1.01,1.92,2.99,3.93
2,,205.28,0.0,1.8,87.98,1.19,9.56,19.33,0.0
1,,233.65,0.0,1.93,58.65,0.18,3.43,5.07,0.46
1,,233.65,0.0,4.54,51.5,0.62,6.0,6.61,0.64
2,,233.65,0.0,3.64,79.39,1.09,0.74,2.07,0.99
2,,327.11,0.0,12.68,58.65,3.04,23.19,26.37,1.43
1,,273.71,0.02,12.68,29.68,0.26,2.83,4.88,2.66
1,,273.71,0.0,12.34,53.64,0.6,2.63,4.78,7.85
2,,236.99,0.0,3.3,65.8,0.42,2.61,4.63,0.82
2,,230.31,0.0,3.17,77.96,1.61,1.3,2.85,0.99
3,,206.95,0.0,3.0,61.51,6.97,33.96,36.48,0.0
1,,176.91,0.0,4.28,27.9,0.14,3.66,5.76,2.31
2,,233.65,0.0,4.63,73.67,1.04,1.13,2.36,2.28
1,,223.64,0.0,1.86,53.64,0.11,6.42,10.26,0.71
2,,263.69,0.0,4.33,30.4,0.31,10.39,11.2,2.38
2,,223.64,0.0,1.25,73.67,0.21,0.54,1.73,1.98
1,,240.33,0.0,7.37,28.61,0.38,5.4,5.85,0.55
1,,247.0,0.0,6.51,44.7,1.48,7.47,8.16,0.76
1,,283.72,0.02,13.88,32.19,0.32,2.98,4.78,2.28
2,,208.62,0.0,1.46,64.37,0.57,7.82,9.25,0.82
2,,233.65,0.0,3.0,49.35,0.37,10.57,17.0,1.03
2,,236.99,0.0,3.9,35.05,0.29,10.93,17.21,1.05
2,,233.65,0.0,4.71,66.52,0.41,0.67,1.56,2.06
1,,236.99,0.0,13.71,57.94,0.79,2.67,8.0,4.18
1,,273.71,0.02,19.88,33.26,0.64,2.95,5.35,22.55
3,,467.3,0.01,45.24,31.11,6.97,30.11,34.14,2.6
1,,223.64,0.0,5.83,48.64,0.24,5.16,5.92,4.75
1,,230.31,0.0,10.11,35.05,1.25,3.27,4.21,1.38
2,,213.62,0.0,3.38,35.76,0.1,10.84,14.3,0.5
1,,211.95,0.01,12.51,26.46,1.1,6.24,7.9,5.7
1,,233.65,0.0,3.9,47.21,0.69,9.24,10.06,1.11
1,,220.3,0.0,3.86,52.21,0.33,3.79,4.07,0.25
1,,247.0,0.0,25.36,47.92,2.09,2.34,7.54,2.82
1,,171.9,0.0,2.72,41.49,0.08,4.28,5.64,1.38
2,,240.33,0.0,6.77,62.94,3.28,2.6,4.79,1.3
1,,233.65,0.0,8.65,31.83,0.64,3.09,3.68,1.46
2,,230.31,0.0,3.77,70.1,0.66,0.82,2.14,3.86
2,,223.64,0.0,2.64,61.51,0.15,0.59,1.7,5.0
1,,240.33,0.0,5.48,50.78,0.97,6.21,6.9,0.64
1,,240.33,0.0,6.17,55.79,0.81,7.93,10.23,2.01
1,,213.62,0.0,5.74,31.47,0.33,8.73,12.01,1.79
2,,240.33,0.0,7.97,60.8,0.59,13.68,16.33,2.79
2,,233.65,0.0,3.73,67.23,0.54,9.3,14.18,2.22
2,,243.66,0.0,1.84,91.55,0.98,13.48,16.25,1.14
4,,867.84,1.79,48.67,3.31,5.36,68.5,73.17,3.07
2,,226.97,0.0,3.26,73.67,1.19,1.24,2.44,1.05
2,,260.35,0.0,9.0,61.51,1.01,1.92,2.99,3.93
1,,280.38,0.02,21.94,30.04,2.41,3.83,7.93,1.9
3,,433.92,0.0,15.08,53.64,1.16,27.52,29.86,11.15
1,,277.04,0.01,14.22,36.12,0.48,2.32,3.54,3.55
1,,253.68,0.0,7.8,49.35,0.25,1.63,3.21,1.39
1,,233.65,0.0,4.84,52.93,0.14,0.79,1.86,3.23
1,,240.33,0.0,19.54,52.21,0.98,1.9,6.68,3.83
2,,226.97,0.0,2.27,62.94,0.24,2.54,3.7,0.84
2,,220.3,0.0,5.01,30.04,0.61,12.31,16.65,0.54
1,,236.99,0.0,4.93,52.93,0.54,4.93,5.71,1.05
2,,226.97,0.0,1.69,59.37,0.29,10.44,11.25,0.51
1,,190.26,0.0,2.87,44.35,0.21,6.15,6.47,1.69
2,,223.64,0.0,1.65,76.53,0.91,0.5,1.6,0.09
1,,250.34,0.0,7.8,44.35,0.19,1.29,2.51,2.19
1,,230.31,0.0,2.08,52.21,0.16,8.18,12.92,0.87
3,,263.69,0.03,8.23,17.52,0.71,27.26,30.75,2.72
1,,196.93,0.0,6.86,49.35,0.45,4.8,5.37,3.42
1,,233.65,0.0,4.16,55.08,0.57,4.66,5.23,0.93
1,,236.99,0.02,10.54,21.28,0.89,7.61,10.56,3.74
2,,191.93,0.0,4.67,73.67,0.41,4.73,5.29,3.04
2,,233.65,0.0,3.77,67.23,0.41,1.1,2.6,4.18
1,,247.0,0.0,26.05,42.2,0.85,2.07,7.03,4.18
2,,240.33,0.02,5.83,15.91,0.25,23.66,25.94,1.12
2,,233.65,0.0,3.77,67.23,0.41,1.1,2.6,4.18
1,,257.02,0.06,35.3,33.26,2.12,2.26,7.64,2.79
2,,223.64,0.0,1.71,67.23,0.29,0.61,1.77,2.31
2,,260.35,0.0,9.0,61.51,1.01,1.92,2.99,3.93
2,,210.29,0.0,4.16,35.41,0.13,10.07,10.64,1.06
2,,223.64,0.0,1.25,79.39,0.22,0.5,1.48,1.87
1,,233.65,0.0,2.59,58.65,0.25,2.91,4.1,0.55
2,,216.96,0.0,2.61,35.41,0.27,12.79,16.76,0.5
1,,270.37,0.0,10.63,44.7,0.34,2.08,3.05,2.44
2,,213.62,0.0,3.38,35.76,0.1,10.84,14.3,0.5
1,,273.71,0.0,12.34,53.64,0.6,2.63,4.78,7.85
1,,280.38,0.01,14.91,37.19,0.33,2.47,3.62,2.82
3,,357.15,0.0,11.31,45.78,1.57,33.0,37.2,1.63
2,,310.42,0.02,18.51,28.61,2.56,10.18,11.72,1.55
2,,293.73,0.01,7.63,39.7,0.78,12.79,16.68,0.96
1,,183.58,0.0,3.68,51.5,0.26,7.15,9.9,2.82
2,,283.72,0.0,6.77,35.76,0.57,11.0,12.39,2.5
1,,297.07,0.02,16.62,30.76,0.41,2.79,3.8,2.25
3,,367.17,0.04,20.74,20.92,2.3,25.54,32.29,2.95
1,,277.04,0.0,8.57,48.64,1.04,7.68,8.66,1.22
1,,270.37,0.0,10.63,44.7,0.34,2.08,3.05,2.44
2,,230.31,0.0,2.04,79.39,0.48,0.5,1.09,0.41
2,,243.66,0.0,2.31,79.39,0.71,15.86,18.12,0.93
1,,253.68,0.0,11.14,32.54,0.9,5.0,5.73,1.28
1,,257.02,0.01,12.34,32.54,0.23,2.18,4.56,9.25
1,,188.59,0.0,3.56,37.19,0.28,6.21,13.35,3.1
2,,253.68,0.0,8.65,61.51,2.33,2.56,4.91,1.17
1,,247.0,0.0,5.66,51.5,0.71,5.55,6.19,0.98
2,,220.3,0.0,1.67,67.95,0.35,12.97,15.1,0.74
1,,236.99,0.0,2.1,50.78,0.14,7.7,11.36,0.95
2,,233.65,0.0,3.64,79.39,1.09,0.74,2.07,0.99
